tube,V_ctl,R_DS,x,absVd,phase_Vd_deg,abs_n_diff,phase_n_diff_deg,demod_dc_mV
IV-6,-0.0000,151.52,0.09520,0.15897,-95.44,0.039403,-95.44,-2.3773
IV-6,-0.0037,151.89,0.09544,0.15937,-95.45,0.039501,-95.45,-2.3892
IV-6,-0.0075,152.28,0.09568,0.15976,-95.47,0.039600,-95.47,-2.4011
IV-6,-0.0112,152.66,0.09592,0.16016,-95.48,0.039699,-95.48,-2.4131
IV-6,-0.0150,153.05,0.09616,0.16056,-95.49,0.039798,-95.49,-2.4252
IV-6,-0.0187,153.43,0.09640,0.16097,-95.51,0.039898,-95.51,-2.4373
IV-6,-0.0225,153.82,0.09665,0.16137,-95.52,0.039998,-95.52,-2.4496
IV-6,-0.0262,154.21,0.09690,0.16178,-95.53,0.040099,-95.53,-2.4620
IV-6,-0.0300,154.61,0.09714,0.16219,-95.55,0.040200,-95.55,-2.4744
IV-6,-0.0338,155.00,0.09739,0.16260,-95.56,0.040302,-95.56,-2.4870
IV-6,-0.0375,155.40,0.09764,0.16301,-95.58,0.040404,-95.58,-2.4997
IV-6,-0.0413,155.80,0.09789,0.16342,-95.59,0.040507,-95.59,-2.5124
IV-6,-0.0450,156.20,0.09814,0.16384,-95.61,0.040611,-95.61,-2.5252
IV-6,-0.0488,156.60,0.09840,0.16426,-95.62,0.040715,-95.62,-2.5382
IV-6,-0.0525,157.01,0.09865,0.16468,-95.63,0.040819,-95.63,-2.5512
IV-6,-0.0563,157.42,0.09891,0.16511,-95.65,0.040924,-95.65,-2.5644
IV-6,-0.0600,157.83,0.09917,0.16553,-95.66,0.041030,-95.66,-2.5776
IV-6,-0.0638,158.24,0.09943,0.16596,-95.68,0.041136,-95.68,-2.5910
IV-6,-0.0675,158.65,0.09969,0.16639,-95.69,0.041242,-95.69,-2.6044
IV-6,-0.0712,159.07,0.09995,0.16682,-95.71,0.041349,-95.71,-2.6180
IV-6,-0.0750,159.49,0.10021,0.16726,-95.72,0.041457,-95.72,-2.6316
IV-6,-0.0788,159.91,0.10047,0.16769,-95.74,0.041566,-95.74,-2.6454
IV-6,-0.0825,160.33,0.10074,0.16813,-95.75,0.041674,-95.75,-2.6593
IV-6,-0.0862,160.76,0.10101,0.16857,-95.77,0.041784,-95.77,-2.6732
IV-6,-0.0900,161.19,0.10128,0.16902,-95.78,0.041894,-95.78,-2.6873
IV-6,-0.0938,161.62,0.10155,0.16946,-95.80,0.042004,-95.80,-2.7015
IV-6,-0.0975,162.05,0.10182,0.16991,-95.81,0.042116,-95.81,-2.7159
IV-6,-0.1013,162.48,0.10209,0.17036,-95.83,0.042227,-95.83,-2.7303
IV-6,-0.1050,162.92,0.10237,0.17082,-95.84,0.042340,-95.84,-2.7448
IV-6,-0.1087,163.36,0.10264,0.17127,-95.86,0.042453,-95.86,-2.7595
IV-6,-0.1125,163.80,0.10292,0.17173,-95.88,0.042566,-95.88,-2.7743
IV-6,-0.1163,164.24,0.10320,0.17219,-95.89,0.042680,-95.89,-2.7892
IV-6,-0.1200,164.69,0.10348,0.17265,-95.91,0.042795,-95.91,-2.8042
IV-6,-0.1237,165.14,0.10376,0.17312,-95.92,0.042910,-95.92,-2.8193
IV-6,-0.1275,165.59,0.10404,0.17359,-95.94,0.043026,-95.94,-2.8346
IV-6,-0.1313,166.04,0.10433,0.17406,-95.96,0.043143,-95.96,-2.8500
IV-6,-0.1350,166.50,0.10462,0.17453,-95.97,0.043260,-95.97,-2.8655
IV-6,-0.1388,166.96,0.10490,0.17501,-95.99,0.043378,-95.99,-2.8811
IV-6,-0.1425,167.42,0.10519,0.17548,-96.01,0.043497,-96.01,-2.8969
IV-6,-0.1462,167.88,0.10548,0.17597,-96.02,0.043616,-96.02,-2.9128
IV-6,-0.1500,168.35,0.10578,0.17645,-96.04,0.043736,-96.04,-2.9288
IV-6,-0.1537,168.82,0.10607,0.17693,-96.05,0.043856,-96.05,-2.9450
IV-6,-0.1575,169.29,0.10637,0.17742,-96.07,0.043977,-96.07,-2.9613
IV-6,-0.1613,169.76,0.10667,0.17792,-96.09,0.044099,-96.09,-2.9777
IV-6,-0.1650,170.24,0.10697,0.17841,-96.11,0.044221,-96.11,-2.9943
IV-6,-0.1688,170.72,0.10727,0.17891,-96.12,0.044345,-96.12,-3.0110
IV-6,-0.1725,171.20,0.10757,0.17941,-96.14,0.044468,-96.14,-3.0278
IV-6,-0.1762,171.69,0.10788,0.17991,-96.16,0.044593,-96.16,-3.0448
IV-6,-0.1800,172.18,0.10818,0.18041,-96.17,0.044718,-96.17,-3.0619
IV-6,-0.1837,172.67,0.10849,0.18092,-96.19,0.044844,-96.19,-3.0792
IV-6,-0.1875,173.16,0.10880,0.18143,-96.21,0.044971,-96.21,-3.0966
IV-6,-0.1913,173.66,0.10911,0.18195,-96.23,0.045098,-96.23,-3.1141
IV-6,-0.1950,174.16,0.10943,0.18246,-96.24,0.045226,-96.24,-3.1319
IV-6,-0.1988,174.66,0.10974,0.18298,-96.26,0.045355,-96.26,-3.1497
IV-6,-0.2025,175.16,0.11006,0.18350,-96.28,0.045484,-96.28,-3.1677
IV-6,-0.2062,175.67,0.11038,0.18403,-96.30,0.045615,-96.30,-3.1859
IV-6,-0.2100,176.18,0.11070,0.18456,-96.32,0.045746,-96.32,-3.2042
IV-6,-0.2137,176.69,0.11102,0.18509,-96.34,0.045877,-96.34,-3.2227
IV-6,-0.2175,177.21,0.11134,0.18562,-96.35,0.046010,-96.35,-3.2414
IV-6,-0.2213,177.73,0.11167,0.18616,-96.37,0.046143,-96.37,-3.2602
IV-6,-0.2250,178.25,0.11200,0.18670,-96.39,0.046277,-96.39,-3.2791
IV-6,-0.2288,178.78,0.11233,0.18725,-96.41,0.046412,-96.41,-3.2983
IV-6,-0.2325,179.31,0.11266,0.18779,-96.43,0.046548,-96.43,-3.3176
IV-6,-0.2362,179.84,0.11300,0.18834,-96.45,0.046684,-96.45,-3.3370
IV-6,-0.2400,180.38,0.11333,0.18890,-96.47,0.046821,-96.47,-3.3567
IV-6,-0.2437,180.91,0.11367,0.18945,-96.49,0.046959,-96.49,-3.3765
IV-6,-0.2475,181.46,0.11401,0.19001,-96.50,0.047098,-96.50,-3.3965
IV-6,-0.2512,182.00,0.11435,0.19058,-96.52,0.047238,-96.52,-3.4166
IV-6,-0.2550,182.55,0.11470,0.19114,-96.54,0.047378,-96.54,-3.4370
IV-6,-0.2587,183.10,0.11505,0.19171,-96.56,0.047519,-96.56,-3.4575
IV-6,-0.2625,183.65,0.11539,0.19229,-96.58,0.047661,-96.58,-3.4782
IV-6,-0.2662,184.21,0.11574,0.19286,-96.60,0.047804,-96.60,-3.4991
IV-6,-0.2700,184.77,0.11610,0.19344,-96.62,0.047948,-96.62,-3.5202
IV-6,-0.2737,185.34,0.11645,0.19403,-96.64,0.048093,-96.64,-3.5415
IV-6,-0.2775,185.91,0.11681,0.19462,-96.66,0.048238,-96.66,-3.5629
IV-6,-0.2812,186.48,0.11717,0.19521,-96.68,0.048385,-96.68,-3.5846
IV-6,-0.2850,187.06,0.11753,0.19580,-96.70,0.048532,-96.70,-3.6065
IV-6,-0.2888,187.63,0.11789,0.19640,-96.72,0.048680,-96.72,-3.6285
IV-6,-0.2925,188.22,0.11826,0.19700,-96.74,0.048829,-96.74,-3.6508
IV-6,-0.2963,188.80,0.11863,0.19761,-96.77,0.048979,-96.77,-3.6732
IV-6,-0.3000,189.39,0.11900,0.19821,-96.79,0.049130,-96.79,-3.6959
IV-6,-0.3038,189.99,0.11937,0.19883,-96.81,0.049282,-96.81,-3.7188
IV-6,-0.3075,190.59,0.11975,0.19944,-96.83,0.049435,-96.83,-3.7419
IV-6,-0.3113,191.19,0.12013,0.20006,-96.85,0.049589,-96.85,-3.7652
IV-6,-0.3150,191.79,0.12051,0.20069,-96.87,0.049743,-96.87,-3.7887
IV-6,-0.3187,192.40,0.12089,0.20132,-96.89,0.049899,-96.89,-3.8125
IV-6,-0.3225,193.01,0.12127,0.20195,-96.91,0.050056,-96.91,-3.8364
IV-6,-0.3262,193.63,0.12166,0.20258,-96.94,0.050213,-96.94,-3.8606
IV-6,-0.3300,194.25,0.12205,0.20322,-96.96,0.050372,-96.96,-3.8851
IV-6,-0.3337,194.87,0.12244,0.20387,-96.98,0.050531,-96.98,-3.9097
IV-6,-0.3375,195.50,0.12284,0.20451,-97.00,0.050692,-97.00,-3.9346
IV-6,-0.3412,196.14,0.12324,0.20517,-97.03,0.050854,-97.03,-3.9597
IV-6,-0.3450,196.77,0.12364,0.20582,-97.05,0.051016,-97.05,-3.9851
IV-6,-0.3488,197.41,0.12404,0.20648,-97.07,0.051180,-97.07,-4.0107
IV-6,-0.3525,198.06,0.12444,0.20715,-97.09,0.051345,-97.09,-4.0366
IV-6,-0.3563,198.71,0.12485,0.20782,-97.12,0.051510,-97.12,-4.0627
IV-6,-0.3600,199.36,0.12526,0.20849,-97.14,0.051677,-97.14,-4.0890
IV-6,-0.3638,200.02,0.12568,0.20917,-97.16,0.051845,-97.16,-4.1156
IV-6,-0.3675,200.68,0.12609,0.20985,-97.19,0.052014,-97.19,-4.1425
IV-6,-0.3713,201.35,0.12651,0.21053,-97.21,0.052184,-97.21,-4.1697
IV-6,-0.3750,202.02,0.12693,0.21123,-97.23,0.052355,-97.23,-4.1971
IV-6,-0.3787,202.70,0.12736,0.21192,-97.26,0.052528,-97.26,-4.2247
IV-6,-0.3825,203.38,0.12778,0.21262,-97.28,0.052701,-97.28,-4.2527
IV-6,-0.3862,204.06,0.12822,0.21332,-97.31,0.052876,-97.31,-4.2809
IV-6,-0.3900,204.75,0.12865,0.21403,-97.33,0.053051,-97.33,-4.3094
IV-6,-0.3937,205.44,0.12908,0.21475,-97.36,0.053228,-97.36,-4.3382
IV-6,-0.3975,206.14,0.12952,0.21547,-97.38,0.053406,-97.38,-4.3673
IV-6,-0.4012,206.85,0.12997,0.21619,-97.40,0.053586,-97.40,-4.3966
IV-6,-0.4050,207.56,0.13041,0.21692,-97.43,0.053766,-97.43,-4.4263
IV-6,-0.4088,208.27,0.13086,0.21765,-97.46,0.053948,-97.46,-4.4563
IV-6,-0.4125,208.99,0.13131,0.21839,-97.48,0.054131,-97.48,-4.4865
IV-6,-0.4163,209.71,0.13176,0.21913,-97.51,0.054315,-97.51,-4.5171
IV-6,-0.4200,210.44,0.13222,0.21988,-97.53,0.054500,-97.53,-4.5480
IV-6,-0.4238,211.17,0.13268,0.22063,-97.56,0.054687,-97.56,-4.5792
IV-6,-0.4275,211.91,0.13315,0.22139,-97.58,0.054875,-97.58,-4.6107
IV-6,-0.4313,212.65,0.13361,0.22215,-97.61,0.055064,-97.61,-4.6425
IV-6,-0.4350,213.40,0.13408,0.22292,-97.64,0.055254,-97.64,-4.6747
IV-6,-0.4387,214.16,0.13456,0.22369,-97.66,0.055446,-97.66,-4.7072
IV-6,-0.4425,214.92,0.13504,0.22447,-97.69,0.055639,-97.69,-4.7401
IV-6,-0.4462,215.68,0.13552,0.22526,-97.72,0.055834,-97.72,-4.7732
IV-6,-0.4500,216.45,0.13600,0.22605,-97.74,0.056029,-97.74,-4.8068
IV-6,-0.4537,217.23,0.13649,0.22684,-97.77,0.056227,-97.77,-4.8407
IV-6,-0.4575,218.01,0.13698,0.22764,-97.80,0.056425,-97.80,-4.8749
IV-6,-0.4612,218.79,0.13747,0.22845,-97.83,0.056625,-97.83,-4.9095
IV-6,-0.4650,219.59,0.13797,0.22926,-97.86,0.056826,-97.86,-4.9445
IV-6,-0.4688,220.39,0.13847,0.23008,-97.88,0.057029,-97.88,-4.9798
IV-6,-0.4725,221.19,0.13898,0.23090,-97.91,0.057233,-97.91,-5.0156
IV-6,-0.4763,222.00,0.13949,0.23173,-97.94,0.057439,-97.94,-5.0517
IV-6,-0.4800,222.82,0.14000,0.23257,-97.97,0.057646,-97.97,-5.0882
IV-6,-0.4838,223.64,0.14052,0.23341,-98.00,0.057855,-98.00,-5.1251
IV-6,-0.4875,224.47,0.14104,0.23426,-98.03,0.058065,-98.03,-5.1624
IV-6,-0.4913,225.30,0.14156,0.23511,-98.06,0.058276,-98.06,-5.2001
IV-6,-0.4950,226.14,0.14209,0.23597,-98.09,0.058490,-98.09,-5.2382
IV-6,-0.4988,226.99,0.14262,0.23684,-98.12,0.058704,-98.12,-5.2767
IV-6,-0.5025,227.84,0.14316,0.23771,-98.15,0.058921,-98.15,-5.3156
IV-6,-0.5062,228.70,0.14370,0.23859,-98.18,0.059138,-98.18,-5.3550
IV-6,-0.5100,229.57,0.14424,0.23948,-98.21,0.059358,-98.21,-5.3948
IV-6,-0.5138,230.44,0.14479,0.24037,-98.24,0.059579,-98.24,-5.4351
IV-6,-0.5175,231.32,0.14534,0.24127,-98.27,0.059802,-98.27,-5.4758
IV-6,-0.5212,232.21,0.14590,0.24217,-98.30,0.060026,-98.30,-5.5170
IV-6,-0.5250,233.10,0.14646,0.24308,-98.33,0.060252,-98.33,-5.5586
IV-6,-0.5288,234.00,0.14703,0.24400,-98.36,0.060480,-98.36,-5.6007
IV-6,-0.5325,234.91,0.14760,0.24493,-98.40,0.060709,-98.40,-5.6433
IV-6,-0.5363,235.82,0.14817,0.24586,-98.43,0.060940,-98.43,-5.6863
IV-6,-0.5400,236.74,0.14875,0.24680,-98.46,0.061173,-98.46,-5.7299
IV-6,-0.5437,237.67,0.14933,0.24775,-98.49,0.061408,-98.49,-5.7739
IV-6,-0.5475,238.61,0.14992,0.24870,-98.53,0.061644,-98.53,-5.8185
IV-6,-0.5513,239.55,0.15051,0.24966,-98.56,0.061883,-98.56,-5.8635
IV-6,-0.5550,240.50,0.15111,0.25063,-98.59,0.062123,-98.59,-5.9091
IV-6,-0.5587,241.46,0.15171,0.25161,-98.63,0.062365,-98.63,-5.9552
IV-6,-0.5625,242.42,0.15232,0.25259,-98.66,0.062608,-98.66,-6.0019
IV-6,-0.5663,243.40,0.15293,0.25358,-98.69,0.062854,-98.69,-6.0491
IV-6,-0.5700,244.38,0.15355,0.25458,-98.73,0.063102,-98.73,-6.0969
IV-6,-0.5737,245.37,0.15417,0.25559,-98.76,0.063351,-98.76,-6.1452
IV-6,-0.5775,246.37,0.15480,0.25660,-98.80,0.063603,-98.80,-6.1941
IV-6,-0.5813,247.37,0.15543,0.25763,-98.83,0.063856,-98.83,-6.2435
IV-6,-0.5850,248.39,0.15607,0.25866,-98.87,0.064112,-98.87,-6.2936
IV-6,-0.5887,249.41,0.15671,0.25969,-98.91,0.064369,-98.91,-6.3443
IV-6,-0.5925,250.44,0.15736,0.26074,-98.94,0.064629,-98.94,-6.3955
IV-6,-0.5962,251.48,0.15801,0.26180,-98.98,0.064891,-98.98,-6.4474
IV-6,-0.6000,252.53,0.15867,0.26286,-99.02,0.065154,-99.02,-6.4999
IV-6,-0.6038,253.58,0.15933,0.26393,-99.05,0.065420,-99.05,-6.5531
IV-6,-0.6075,254.65,0.16000,0.26502,-99.09,0.065688,-99.09,-6.6069
IV-6,-0.6112,255.72,0.16067,0.26611,-99.13,0.065958,-99.13,-6.6614
IV-6,-0.6150,256.81,0.16136,0.26720,-99.17,0.066231,-99.17,-6.7165
IV-6,-0.6188,257.90,0.16204,0.26831,-99.20,0.066505,-99.20,-6.7723
IV-6,-0.6225,259.00,0.16273,0.26943,-99.24,0.066782,-99.24,-6.8288
IV-6,-0.6262,260.11,0.16343,0.27056,-99.28,0.067062,-99.28,-6.8860
IV-6,-0.6300,261.23,0.16414,0.27169,-99.32,0.067343,-99.32,-6.9440
IV-6,-0.6338,262.36,0.16485,0.27284,-99.36,0.067627,-99.36,-7.0026
IV-6,-0.6375,263.50,0.16556,0.27399,-99.40,0.067913,-99.40,-7.0620
IV-6,-0.6412,264.66,0.16629,0.27516,-99.44,0.068202,-99.44,-7.1222
IV-6,-0.6450,265.82,0.16702,0.27633,-99.48,0.068493,-99.48,-7.1831
IV-6,-0.6488,266.99,0.16775,0.27751,-99.52,0.068786,-99.52,-7.2448
IV-6,-0.6525,268.17,0.16850,0.27871,-99.56,0.069082,-99.56,-7.3073
IV-6,-0.6562,269.36,0.16924,0.27991,-99.61,0.069381,-99.61,-7.3705
IV-6,-0.6600,270.56,0.17000,0.28113,-99.65,0.069682,-99.65,-7.4346
IV-6,-0.6637,271.78,0.17076,0.28235,-99.69,0.069985,-99.69,-7.4996
IV-6,-0.6675,273.00,0.17153,0.28359,-99.73,0.070292,-99.73,-7.5654
IV-6,-0.6713,274.24,0.17231,0.28483,-99.78,0.070601,-99.78,-7.6320
IV-6,-0.6750,275.48,0.17309,0.28609,-99.82,0.070912,-99.82,-7.6995
IV-6,-0.6787,276.74,0.17388,0.28736,-99.86,0.071226,-99.86,-7.7679
IV-6,-0.6825,278.01,0.17468,0.28864,-99.91,0.071544,-99.91,-7.8372
IV-6,-0.6863,279.29,0.17548,0.28993,-99.95,0.071863,-99.95,-7.9075
IV-6,-0.6900,280.58,0.17630,0.29123,-100.00,0.072186,-100.00,-7.9787
IV-6,-0.6937,281.89,0.17712,0.29254,-100.04,0.072512,-100.04,-8.0508
IV-6,-0.6975,283.21,0.17794,0.29387,-100.09,0.072840,-100.09,-8.1239
IV-6,-0.7013,284.54,0.17878,0.29521,-100.14,0.073172,-100.14,-8.1980
IV-6,-0.7050,285.88,0.17962,0.29656,-100.18,0.073506,-100.18,-8.2731
IV-6,-0.7087,287.23,0.18047,0.29792,-100.23,0.073843,-100.23,-8.3492
IV-6,-0.7125,288.60,0.18133,0.29929,-100.28,0.074184,-100.28,-8.4264
IV-6,-0.7163,289.98,0.18220,0.30068,-100.33,0.074527,-100.33,-8.5046
IV-6,-0.7200,291.38,0.18308,0.30208,-100.37,0.074874,-100.37,-8.5839
IV-6,-0.7238,292.78,0.18396,0.30349,-100.42,0.075224,-100.42,-8.6643
IV-6,-0.7275,294.20,0.18485,0.30491,-100.47,0.075577,-100.47,-8.7459
IV-6,-0.7312,295.64,0.18576,0.30635,-100.52,0.075933,-100.52,-8.8285
IV-6,-0.7350,297.09,0.18667,0.30780,-100.57,0.076293,-100.57,-8.9124
IV-6,-0.7388,298.55,0.18759,0.30927,-100.62,0.076656,-100.62,-8.9974
IV-6,-0.7425,300.03,0.18851,0.31074,-100.68,0.077023,-100.68,-9.0837
IV-6,-0.7462,301.52,0.18945,0.31224,-100.73,0.077393,-100.73,-9.1711
IV-6,-0.7500,303.03,0.19040,0.31374,-100.78,0.077766,-100.78,-9.2599
IV-6,-0.7538,304.55,0.19136,0.31526,-100.83,0.078143,-100.83,-9.3499
IV-6,-0.7575,306.09,0.19232,0.31680,-100.89,0.078524,-100.89,-9.4412
IV-6,-0.7612,307.64,0.19330,0.31835,-100.94,0.078908,-100.94,-9.5338
IV-6,-0.7650,309.21,0.19429,0.31992,-100.99,0.079296,-100.99,-9.6278
IV-6,-0.7688,310.80,0.19528,0.32150,-101.05,0.079688,-101.05,-9.7231
IV-6,-0.7725,312.40,0.19629,0.32309,-101.11,0.080083,-101.11,-9.8199
IV-6,-0.7762,314.02,0.19731,0.32470,-101.16,0.080483,-101.16,-9.9181
IV-6,-0.7800,315.66,0.19833,0.32633,-101.22,0.080886,-101.22,-10.0178
IV-6,-0.7837,317.31,0.19937,0.32797,-101.28,0.081293,-101.28,-10.1189
IV-6,-0.7875,318.98,0.20042,0.32963,-101.33,0.081705,-101.33,-10.2216
IV-6,-0.7913,320.67,0.20148,0.33131,-101.39,0.082120,-101.39,-10.3258
IV-6,-0.7950,322.37,0.20255,0.33300,-101.45,0.082540,-101.45,-10.4316
IV-6,-0.7987,324.10,0.20364,0.33471,-101.51,0.082964,-101.51,-10.5390
IV-6,-0.8025,325.84,0.20473,0.33644,-101.57,0.083392,-101.57,-10.6481
IV-6,-0.8063,327.60,0.20584,0.33819,-101.63,0.083824,-101.63,-10.7588
IV-6,-0.8100,329.38,0.20696,0.33995,-101.69,0.084261,-101.69,-10.8713
IV-6,-0.8137,331.18,0.20809,0.34173,-101.75,0.084703,-101.75,-10.9855
IV-6,-0.8175,333.00,0.20923,0.34353,-101.82,0.085149,-101.82,-11.1014
IV-6,-0.8213,334.84,0.21039,0.34535,-101.88,0.085599,-101.88,-11.2192
IV-6,-0.8250,336.70,0.21156,0.34718,-101.95,0.086054,-101.95,-11.3389
IV-6,-0.8287,338.58,0.21274,0.34904,-102.01,0.086514,-102.01,-11.4604
IV-6,-0.8325,340.48,0.21393,0.35091,-102.08,0.086979,-102.08,-11.5839
IV-6,-0.8363,342.41,0.21514,0.35281,-102.14,0.087449,-102.14,-11.7093
IV-6,-0.8400,344.35,0.21636,0.35472,-102.21,0.087924,-102.21,-11.8368
IV-6,-0.8438,346.32,0.21760,0.35666,-102.28,0.088404,-102.28,-11.9664
IV-6,-0.8475,348.31,0.21885,0.35862,-102.34,0.088888,-102.34,-12.0980
IV-6,-0.8512,350.32,0.22012,0.36059,-102.41,0.089379,-102.41,-12.2318
IV-6,-0.8550,352.36,0.22139,0.36259,-102.48,0.089874,-102.48,-12.3677
IV-6,-0.8588,354.42,0.22269,0.36461,-102.55,0.090375,-102.55,-12.5060
IV-6,-0.8625,356.51,0.22400,0.36666,-102.63,0.090881,-102.63,-12.6465
IV-6,-0.8662,358.62,0.22532,0.36872,-102.70,0.091393,-102.70,-12.7893
IV-6,-0.8700,360.75,0.22667,0.37081,-102.77,0.091910,-102.77,-12.9346
IV-6,-0.8738,362.91,0.22802,0.37292,-102.85,0.092434,-102.85,-13.0823
IV-6,-0.8775,365.10,0.22940,0.37505,-102.92,0.092963,-102.92,-13.2325
IV-6,-0.8812,367.31,0.23079,0.37721,-103.00,0.093498,-103.00,-13.3852
IV-6,-0.8850,369.55,0.23219,0.37939,-103.07,0.094039,-103.07,-13.5406
IV-6,-0.8888,371.82,0.23362,0.38160,-103.15,0.094586,-103.15,-13.6986
IV-6,-0.8925,374.11,0.23506,0.38383,-103.23,0.095139,-103.23,-13.8593
IV-6,-0.8962,376.44,0.23652,0.38609,-103.31,0.095699,-103.31,-14.0229
IV-6,-0.9000,378.79,0.23800,0.38838,-103.39,0.096265,-103.39,-14.1893
IV-6,-0.9038,381.17,0.23950,0.39069,-103.47,0.096838,-103.47,-14.3586
IV-6,-0.9075,383.58,0.24101,0.39302,-103.55,0.097417,-103.55,-14.5309
IV-6,-0.9113,386.03,0.24255,0.39539,-103.63,0.098003,-103.63,-14.7063
IV-6,-0.9150,388.50,0.24410,0.39778,-103.72,0.098596,-103.72,-14.8848
IV-6,-0.9187,391.01,0.24568,0.40020,-103.80,0.099196,-103.80,-15.0666
IV-6,-0.9225,393.55,0.24727,0.40265,-103.89,0.099803,-103.89,-15.2515
IV-6,-0.9263,396.12,0.24889,0.40513,-103.98,0.100418,-103.98,-15.4399
IV-6,-0.9300,398.72,0.25053,0.40764,-104.06,0.101040,-104.06,-15.6317
IV-6,-0.9337,401.36,0.25218,0.41018,-104.15,0.101669,-104.15,-15.8270
IV-6,-0.9375,404.04,0.25387,0.41275,-104.24,0.102306,-104.24,-16.0259
IV-6,-0.9413,406.75,0.25557,0.41535,-104.34,0.102950,-104.34,-16.2285
IV-6,-0.9450,409.50,0.25730,0.41798,-104.43,0.103603,-104.43,-16.4349
IV-6,-0.9487,412.29,0.25905,0.42065,-104.52,0.104264,-104.52,-16.6451
